Time,Velocity,Displacement
52.155,0.0016678036194326322,-0.06462994966505009
52.16,0.002011063878725404,-0.06461989434565646
52.165,0.0021840796090617292,-0.06460897394761116
52.17,0.0024009437484808637,-0.06459696922886876
52.175,0.0025973084700286636,-0.06458398268651862
52.18,0.0027446837392837943,-0.0645702592678222
52.185,0.002798186809913767,-0.06455626833377263
52.19,0.002755233677159235,-0.06454249216538682
52.195,0.0027719306437753387,-0.06452863251216795
52.2,0.0026601692546683216,-0.06451533166589461
52.205,0.0025603073935289455,-0.06450253012892698
52.21,0.0024279254148272156,-0.06449039050185285
52.215,0.002241289893107378,-0.06447918405238731
52.22,0.002204746942771015,-0.06446816031767345
52.225,0.001989418741455867,-0.06445821322396618
52.23,0.0019369246494565532,-0.0644485286007189
52.235,0.0018284734514373725,-0.06443938623346171
52.24,0.00182232290153148,-0.06443027461895405
52.245,0.0018082635548560756,-0.06442123330117976
52.25,0.0018421752894752876,-0.06441202242473239
52.255,0.001997817636333688,-0.06440203333655072
52.26,0.0020741579617666503,-0.06439166254674189
52.265,0.0021578478480968406,-0.0643808733075014
52.27,0.0023252849685074977,-0.06436924688265887
52.275,0.0024700444915425218,-0.06435689666020115
52.28,0.002661346129154568,-0.06434358992955538
52.285,0.0027814494227619076,-0.06432968268244156
52.29,0.0029468605030446523,-0.06431494837992634
52.295,0.0030347804323941656,-0.06429977447776437
52.3,0.0030888347134126904,-0.0642843303041973
52.305,0.0032089432190896966,-0.06426828558810187
52.31,0.0032357682025454175,-0.06425210674708913
52.315,0.003308412119469562,-0.06423556468649179
52.32,0.0032947601539991753,-0.0642190908857218
52.325,0.0033798471762394723,-0.06420219164984059
52.33,0.0033541460431290022,-0.06418542091962495
52.335,0.0034178964243839556,-0.06416833143750303
52.34,0.003443778181952466,-0.06415111254659327
52.345,0.0033934596788122605,-0.06413414524819921
52.35,0.003511415468064712,-0.06411658817085888
52.355,0.0035722398222103754,-0.06409872697174784
52.36,0.0035889404734467754,-0.0640807822693806
52.365,0.0036780123511765458,-0.06406239220762472
52.37,0.0037392930612086188,-0.06404369574231868
52.375,0.003901747071667974,-0.06402418700696033
52.38,0.004008813235157153,-0.06400414294078455
52.385,0.004184826985947897,-0.06398321880585481
52.39,0.004183101035151785,-0.06396230330067905
52.395,0.0044009152616835655,-0.06394029872437064
52.4,0.004737163716584299,-0.06391661290578772
52.405,0.004876728222269297,-0.06389222926467637
52.41,0.005328144390184254,-0.06386558854272545
52.415,0.00553877547861675,-0.06383789466533236
52.42,0.005989306476595454,-0.06380794813294939
52.425,0.0064324733387441085,-0.06377578576625567
52.43,0.006886211733272852,-0.0637413547075893
52.435,0.007307578275960122,-0.06370481681620951
52.44,0.007817979606504136,-0.063665726918177
52.445,0.008351009169436027,-0.06362397187232982
52.45,0.008787085657794852,-0.06358003644404084
52.455,0.009271833113705098,-0.06353367727847231
52.46,0.009787894945866902,-0.06348473780374299
52.465,0.010190317697602057,-0.06343378621525499
52.47,0.010455536782623905,-0.06338150853134186
52.475,0.010665462974476049,-0.06332818121646948
52.48,0.01084950494577489,-0.06327393369174061
52.485,0.01093278555154914,-0.06321926976398286
52.49,0.010601007499746032,-0.06316626472648414
52.495,0.010488760771140916,-0.06311382092262843
52.5,0.010362339168159936,-0.06306200922678763
52.505,0.009904327407287049,-0.0630124875897512
52.51,0.009581438936802007,-0.06296458039506718
52.515,0.0091098781843572,-0.06291903100414539
52.52,0.008366974664173266,-0.06287719613082453
52.525,0.007917141563895072,-0.06283761042300505
52.53,0.007186313401556655,-0.06280167885599726
52.535,0.006614233189853342,-0.062768607690048
52.54,0.0060062886425773015,-0.06273857624683511
52.545,0.005538775416478606,-0.06271088236975271
52.55,0.0050483409552413965,-0.0626856406649765
52.555,0.004650813646723437,-0.06266238659674289
52.56,0.004432085872566239,-0.06264022616738006
52.565,0.004052850678110025,-0.06261996191398951
52.57,0.003826029417851998,-0.06260083176690025
52.575,0.00363656322654175,-0.06258264895076754
52.58,0.0035562130746491292,-0.0625648678853943
52.585,0.0033952214649377588,-0.0625478917780696
52.59,0.0034312679676675954,-0.06253073543823126
52.595,0.0033084492357143367,-0.0625141931920527
52.6,0.0033995690246237734,-0.06249719534692958
52.605,0.003402962600497459,-0.06248018053392709
52.61,0.0034768573094800786,-0.062462796247379694
52.615,0.0034355879952142005,-0.06244561830740362
52.62,0.0035558748431697993,-0.062427838933187776
52.625,0.0036622294347700406,-0.06240952778601392
52.63,0.00371098939572288,-0.06239097283903531
52.635,0.0038565941375686913,-0.06237168986834747
52.64,0.0038042316365580644,-0.06235266871016468
52.645,0.003987223211514506,-0.06233273259410711
52.65,0.0041286141803483145,-0.06231208952320537
52.655,0.004126531129484527,-0.062291456867557944
52.66,0.004230352821438463,-0.06227030510345075
52.665,0.004298080811646682,-0.062248814699392516
52.67,0.00427762025717373,-0.06222742659810665
52.675,0.004338006316915291,-0.06220573656652207
52.68,0.0043767973793843624,-0.06218385257962515
52.685,0.004369671890399271,-0.06216200422017315
52.69,0.004325732702569335,-0.062140375556660306
52.695,0.004272774448697732,-0.062119011684416824
52.7,0.004242093129775737,-0.06209780121876794
52.705,0.004204433787585321,-0.06207677904983002
52.71,0.004155841907333426,-0.06205599984029335
52.715,0.004109752577219166,-0.062035451077407246
52.72,0.0040635567392115594,-0.062015133293711194
52.725,0.004079070343705348,-0.061994737941992666
52.73,0.004043066161308882,-0.06197452261118612
52.735,0.004069193577785238,-0.06195417664329719
52.74,0.0040944022693264375,-0.06193370463195056
52.745,0.004142897104886867,-0.06191299014642613
52.75,0.004157351725141986,-0.06189220338780042
52.755,0.0042124663237018386,-0.06187114105618191
52.76,0.004284378970105916,-0.06184971916133138
52.765,0.004284380853720868,-0.06182829725706278
52.77,0.004370228359392538,-0.06180644611526581
52.775,0.004416360734576906,-0.061784364311592926
52.78,0.004396816439297835,-0.06176238022939644
52.785,0.004394768393706513,-0.0617404063874279
52.79,0.004327606738784219,-0.06171876835373398
52.795,0.004246637043789764,-0.06169753516851503
52.8,0.004089916348865127,-0.0616770855867707
52.805,0.0039391147809260075,-0.061657390012866076
52.81,0.003754404580994527,-0.0616386179899611
52.815,0.0034709416599462473,-0.06162126328166137
52.82,0.0033092847501241126,-0.061604716857910746
